profile_id,instrument,longitude,latitude,time,depth,variable,value,qc,adjusted,error,data_mode,synthetic
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,800,temperature,7.579,1,True,0.01,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,950,temperature,7.22113,1,True,0.01,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,10,salinity,33.6181,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,25,salinity,33.88332,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,50,salinity,34.27185,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,75,salinity,34.55109,2,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,100,salinity,34.74059,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,150,salinity,34.94261,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,200,salinity,35.01507,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,300,salinity,35.05626,4,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,400,salinity,35.04612,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,500,salinity,35.05163,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,650,salinity,35.08761,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,800,salinity,35.14161,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,950,salinity,35.19024,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,10,chlorophyll,0.29415,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,25,chlorophyll,0.52824,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,50,chlorophyll,0.81804,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,75,chlorophyll,0.9049,2,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,100,chlorophyll,0.70896,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,150,chlorophyll,0.22811,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,200,chlorophyll,0.09092,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,300,chlorophyll,0.0334,4,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,400,chlorophyll,-0.00382,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,500,chlorophyll,-0.00632,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,650,chlorophyll,0.02707,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,800,chlorophyll,0.08066,1,True,0.02,D (simulated),True
DEMO-ARGO-03,Argo,90.3,19.4,2025-09-03T12:00:00Z,950,chlorophyll,0.12923,1,True,0.02,D (simulated),True
